No,Ticker,Company Name,Sector,Sparkline,Price,Change%,Change,PriceOpen,High,Low,ClosePrev,Gap_Pct,Gap_Flag,Volume,Vol_Avg,Vol_Ratio,Vol_Flag,Daily_Range_Pct,Vol_Level,MarketCap,PE,PE_Grade,EPS,Beta,52W High,52W Low,Dist to 52W High,Dist_52W_Low,52W_Range_Pct,Range_Signal,MA20,MA50,MA200,Support,Breakout,Reversal,BSJP,Signal,Trend,Score,Score v2,Rank,Final_Signal,SL_Practical,TP_Target,RR_Ratio,ATR14,ATR %,RSI14,RSI Signal,Status,Volume_Flag,Liquidity_Score,Momentum_Score,ARA_Score,ARA_Dist_Pct,ARA_Stage,Gap_Score,Last Update,Clean Ticker
,IDX:ANTM,Aneka Tambang Tbk.,Basic Materials,,2860,-0.7,-20,2880,2910,2840,2870,0.35,➡️ FLAT OPEN,24354100,224337193,0.11,NORMAL,2.45,💤 LOW,69208588800000,8.07,CHEAP,353.07,,4970,2450,-42.45472837,16.73,16.27,🟡 LOWER HALF,2875,3131.935484,3600.542636,2572.5,,,🟡 HOLD,REDUCE,SIDEWAYS,24,28.39,⚠️ AVOID,❌ AVOID,2788.43,3432,7.99,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ANTM
,IDX:APEX,Apexindo Pratama Duta Tbk.,Energy,,130,1.56,1,128,131,128,128,0,➡️ FLAT OPEN,621400,11959120,0.05,NORMAL,2.31,💤 LOW,461040580000,5.5,CHEAP,23.64,,314,105,-58.59872611,20.95,10.53,🟢 NEAR BOTTOM,128.6428571,147.516129,204.8139535,110.25,,,🟡 HOLD,BUY,SIDEWAYS,44,40.5,🔥 Watchlist,❌ AVOID,125.45,156,5.71,,,,,🟢 ACTIVE,📉 LOW,,,1/18/1900 0:00:00,1/23/1900 19:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,APEX
,IDX:APIC,Pacific Strategic Financial Tb,Financials,,615,2.5,15,600,650,590,600,0,➡️ FLAT OPEN,238500,13785197,0.02,NORMAL,9.76,🌋 VERY HIGH,7000954450000,67.64,OVERVALUED,8.8,,2410,442,-74.4813278,36.88,8.28,🟢 NEAR BOTTOM,594.2857143,1095.483871,1332.44186,464.1,,,🟡 HOLD,STRONG_BUY,UP,39,49.43,🔥 Watchlist,❌ AVOID,594.93,738,6.13,,,,,🟢 ACTIVE,📉 LOW,,,2/1/1900 0:00:00,1/17/1900 0:00:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,APIC
,IDX:APII,Arita Prima Indonesia Tbk.,Industrials,,177,-2.75,-5,182,185,177,182,0,➡️ FLAT OPEN,4900,86497,0.06,NORMAL,4.52,NORMAL,190409520000,13.09,FAIR,13.52,,262,156,-32.44274809,16.67,24.53,🟡 LOWER HALF,174.2142857,182.6451613,193.4573643,163.8,,,🟡 HOLD,SELL,DOWN,44,19.53,⚠️ AVOID,✅ CONFIRM BUY,169.26,205,3.62,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/27/1900 0:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,APII
,IDX:APLI,Asiaplast Industries Tbk.,Basic Materials,,250,-2.33,-6,258,258,258,258,0,➡️ FLAT OPEN,3700,1147463,0,NORMAL,0,💤 LOW,343393092000,59.27,OVERVALUED,4.25,,600,200,-58.33333333,28,14,🟢 NEAR BOTTOM,276,258.2580645,316.1085271,210,,,🟡 HOLD,SELL,DOWN,15,32.51,🔥 Watchlist,❌ AVOID,270.69,300,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/21/1900 12:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,APLI
,IDX:APLN,Agung Podomoro Land Tbk.,Property & Real Estate,,118,0.84,-1,119,121,118,119,0,➡️ FLAT OPEN,3902600,35809537,0.11,NORMAL,2.54,💤 LOW,2701219080000,6.89,CHEAP,17.27,,240,87,-50.83333333,36.05,20.13,🟡 LOWER HALF,124.5,148.483871,145.3643411,91.35,,,🟡 HOLD,BUY,SIDEWAYS,36,34.47,🔥 Watchlist,❌ AVOID,122.16,142,,,,,,🟢 ACTIVE,📉 LOW,,,1/5/1900 0:00:00,1/25/1900 12:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,APLN
,IDX:ARCI,Archi Indonesia Tbk.,Basic Materials,,1035,-3.74,-50,1025,1055,1015,1070,-4.21,⬇️ GAP DOWN,12595300,58221893,0.22,NORMAL,3.86,NORMAL,26118225000000,11.87,FAIR,86.39,,2120,530,-51.17924528,103.77,34.59,🟡 LOWER HALF,1021.428571,1192.419355,1538.372093,556.5,,,🟡 HOLD,SELL,DOWN,43,23.23,⚠️ AVOID,✅ CONFIRM BUY,1004.4,1242,6.76,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/21/1900 14:24:00,⬇️ RED,📉 GAP DOWN,2026-06-24 10:17:31,ARCI
,IDX:AREA,Dunia Virtual Online Tbk.,Technology,,226,-4.24,-10,236,238,222,236,0,➡️ FLAT OPEN,44700,1010720,0.04,NORMAL,7.08,🔥 HIGH,573949600000,66.2,OVERVALUED,3.41,,635,194,-64.40944882,15.46,6.8,🟢 NEAR BOTTOM,223.7142857,251.8064516,386.2635659,203.7,,,🟡 HOLD,SELL,DOWN,30,32.31,🔥 Watchlist,❌ AVOID,215.99,271,4.5,,,,,🟢 ACTIVE,📉 LOW,,,1/17/1900 0:00:00,1/22/1900 9:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AREA
,IDX:ARGO,Argo Pantes Tbk,Consumer Cyclicals,,880,2.92,20,900,900,850,855,5.26,⬆️ GAP UP,2700,40477,0.07,NORMAL,5.68,🔥 HIGH,2793417440000,38.79,OVERVALUED,22.43,,2100,600,-58.0952381,45,18,🟡 LOWER HALF,808.2142857,876.9354839,1005.503876,630,,,🟡 HOLD,STRONG_BUY,UP,39,41.71,🔥 Watchlist,✅ CONFIRM BUY,809.1,1056,2.48,,,55.48,,🟢 ACTIVE,📉 LOW,,,2/9/1900 0:00:00,1/16/1900 16:48:00,🟢 EARLY,📈 GAP UP,2026-06-24 10:17:31,ARGO
,IDX:ARII,Atlas Resources Tbk.,Energy,,296,-2.78,-8,288,296,280,288,0,➡️ FLAT OPEN,36900,703823,0.05,NORMAL,5.41,🔥 HIGH,1050000000000,,—,-16.18,,372,230,-20.43010753,25.22,40.85,⚡ MID ZONE,276.1428571,280.7741935,289.2713178,241.5,,,🟡 HOLD,SELL,DOWN,40,12.43,⚠️ AVOID,➖ NEUTRAL,267.84,321,0.89,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/16/1900 19:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ARII
,IDX:ARKA,Arkha Jayanti Persada Tbk.,Industrials,,24,-4,0,24,24,24,25,-4,⬇️ GAP DOWN,100100,2770423,0.04,NORMAL,0,💤 LOW,48000000000,13.51,FAIR,1.78,,55,18,-56.36363636,16.67,8.11,🟢 NEAR BOTTOM,25.35714286,28.4516129,33.48837209,18.9,,,🟡 HOLD,SELL,DOWN,21,27.68,⚠️ AVOID,❌ AVOID,24.57,29,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/27/1900 21:36:00,⬇️ RED,📉 GAP DOWN,2026-06-24 10:17:31,ARKA
,IDX:ARKO,Arkora Hydro Tbk.,Energy,,4850,-5.05,-300,5200,5500,4700,5450,-4.59,⬇️ GAP DOWN,2022200,3628423,0.56,NORMAL,16.49,🌋 VERY HIGH,14788899750000,243.76,OVERVALUED,20.51,,13000,755,-62.69230769,636.49,38.42,🟡 LOWER HALF,5293.571429,6508.387097,7334.583333,792.75,,,🟡 HOLD,SELL,DOWN,25,22.8,⚠️ AVOID,❌ AVOID,5177.21,5820,,,,,,🟢 ACTIVE,📉 LOW,,,1/17/1900 0:00:00,1/24/1900 19:12:00,⬇️ RED,📉 GAP DOWN,2026-06-24 10:17:31,ARKO
,IDX:ARMY,Armidian Karyatama Tbk.,Property & Real Estate,,50,0,0,,,,50,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,,,—,,,50,50,0,0,,—,,,,52.5,,,🟡 HOLD,HOLD,SIDEWAYS,23,10,⚠️ AVOID,➖ NEUTRAL,46.5,50,0,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,ARMY
,IDX:ARNA,Arwana Citramulia Tbk.,Industrials,,436,0.46,4,432,436,430,432,0,➡️ FLAT OPEN,754000,4741323,0.16,NORMAL,1.38,💤 LOW,3186180620000,8.11,CHEAP,53.54,,610,392,-28.52459016,10.2,18.35,🟡 LOWER HALF,420.8571429,448.0645161,507.8914729,411.6,,,🟡 HOLD,HOLD,SIDEWAYS,45,24.17,⚠️ AVOID,➖ NEUTRAL,409.34,493,2.14,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/18/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ARNA
,IDX:ARTA,Arthavest Tbk,Financials,,2140,0,0,,,,2140,-100,⬇️ GAP DOWN,0,16523,0,ILLIQUID,,—,955882574000,,—,-7.67,,4770,1800,-55.13626834,23.33,14.14,🟢 NEAR BOTTOM,2201.071429,2315,2733.914729,1890,,,🟡 HOLD,HOLD,SIDEWAYS,22,35.98,🔥 Watchlist,➖ NEUTRAL,2179.89,2568,,,,,,🟢 ACTIVE,📉 LOW,,,1/24/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,ARTA
,IDX:ARTI,Ratu Prabu Energi Tbk,Energy,,2,0,0,,,,2,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,15680000000,5.57,CHEAP,0.36,,2,2,0,0,,—,,,,2.1,,,🟡 HOLD,HOLD,SIDEWAYS,30,10,⚠️ AVOID,➖ NEUTRAL,1.86,2,0,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,ARTI
,IDX:ARTO,Bank Jago Tbk.,Financials,,925,0.54,0,950,960,925,930,2.15,➡️ FLAT OPEN,2090900,5669557,0.37,NORMAL,3.78,NORMAL,12693562250000,43.69,OVERVALUED,21.29,,2440,740,-62.09016393,26.35,11.47,🟢 NEAR BOTTOM,971.7857143,1091.129032,1543.643411,777,,,🟡 HOLD,BUY,SIDEWAYS,20,40.13,🔥 Watchlist,➖ NEUTRAL,951.25,1110,,,,,,🟢 ACTIVE,📉 LOW,,,1/8/1900 0:00:00,1/19/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ARTO
,IDX:ASBI,Asuransi Bintang Tbk.,Financials,,420,0.48,2,416,420,406,418,-0.48,➡️ FLAT OPEN,3700,24067,0.15,NORMAL,3.33,NORMAL,146322330000,6.68,CHEAP,62.9,,585,370,-28.20512821,10.27,17.67,🟡 LOWER HALF,405.7142857,405.8709677,430.1937984,388.5,,,🟡 HOLD,HOLD,SIDEWAYS,45,23.87,⚠️ AVOID,✅ CONFIRM BUY,394.37,474,2.11,,,,,🟢 ACTIVE,📉 LOW,,,2/1/1900 0:00:00,1/18/1900 14:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ASBI
,IDX:ASDM,Asuransi Dayin Mitra Tbk.,Financials,,555,0.91,5,550,555,550,550,0,➡️ FLAT OPEN,2600,80720,0.03,NORMAL,0.9,💤 LOW,213120000000,,—,-404.38,,765,488,-27.45098039,11.46,19.3,🟡 LOWER HALF,519.5714286,514.3870968,601.4031008,512.4,,,🟡 HOLD,BUY,SIDEWAYS,48,24.34,⚠️ AVOID,❌ AVOID,504.01,624,1.35,,,,,🟢 ACTIVE,📉 LOW,,,1/20/1900 0:00:00,1/18/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ASDM
,IDX:ASGR,Astra Graphia Tbk.,Industrials,,1550,0,0,1555,1555,1545,1550,0.32,➡️ FLAT OPEN,59300,984463,0.06,NORMAL,0.65,💤 LOW,2090609000000,7.14,CHEAP,217.18,,1940,875,-20.10309278,80,62.39,⚡ MID ZONE,1461.071429,1516.129032,1502.713178,918.75,,,🟡 HOLD,HOLD,SIDEWAYS,51,15.7,⚠️ AVOID,➖ NEUTRAL,1422.9,1679,1.01,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ASGR
,IDX:ASHA,Cilacap Samudera Fishing Indus,Consumer Non-Cyclicals,,57,7.27,4,55,60,55,55,0,➡️ FLAT OPEN,20616900,99692237,0.21,NORMAL,8.77,🌋 VERY HIGH,290000000000,,—,-3.85,,125,15,-54.4,273.33,37.27,🟡 LOWER HALF,56.21428571,64.5483871,73.60465116,15.75,,,🟡 HOLD,STRONG_BUY,UP,54,44.37,🔥 Watchlist,➖ NEUTRAL,54.84,68,5.09,,,,,🟢 ACTIVE,📉 LOW,,,2/9/1900 0:00:00,1/22/1900 4:48:00,🟡 MOMENTUM,➖ FLAT,2026-06-24 10:17:31,ASHA
,IDX:ASII,Astra International Tbk.,Consumer Cyclicals,,4780,2.35,100,4830,4830,4720,4680,3.21,⬆️ GAP UP,13712200,86034600,0.16,NORMAL,2.3,💤 LOW,193511369000000,6.09,CHEAP,784.87,,7475,4350,-36.05351171,7.59,10.56,🟢 NEAR BOTTOM,4706.428571,5240.806452,6193.333333,4567.5,,,🔵 BUY,STRONG_BUY,UP,50,31.83,🔥 Watchlist,❌ AVOID,4575.17,5669,4.34,,,,,🟢 ACTIVE,📉 LOW,,,1/21/1900 0:00:00,1/17/1900 7:12:00,🟢 EARLY,📈 GAP UP,2026-06-24 10:17:31,ASII
,IDX:ASJT,Asuransi Jasa Tania Tbk.,Financials,,160,3.23,5,158,160,156,155,1.94,➡️ FLAT OPEN,16300,456253,0.04,NORMAL,2.5,💤 LOW,221200000000,1864.31,—,0.08,,286,101,-44.05594406,56.44,30.81,🟡 LOWER HALF,151.5,167.483871,180.4728682,106.05,,,🟡 HOLD,STRONG_BUY,UP,49,34.8,🔥 Watchlist,✅ CONFIRM BUY,148.47,192,2.78,,,,,🟢 ACTIVE,📉 LOW,,,1/31/1900 0:00:00,1/22/1900 12:00:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,ASJT
,IDX:ASLC,Autopedia Sukses Lestari Tbk.,Consumer Cyclicals,,59,-1.67,-2,60,61,59,60,0,➡️ FLAT OPEN,3049400,10011250,0.3,NORMAL,3.39,NORMAL,752034650000,20.5,PREMIUM,2.88,,136,50,-56.61764706,20,11.63,🟢 NEAR BOTTOM,60.14285714,66.5483871,79.21705426,52.5,,,🟡 HOLD,REDUCE,SIDEWAYS,18,33.44,🔥 Watchlist,➖ NEUTRAL,58.85,71,—,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/26/1900 4:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ASLC
,IDX:ASLI,Asri Karya Lestari Tbk.,Industrials,,232,-1.71,-4,236,236,226,234,0.85,➡️ FLAT OPEN,163100,6703967,0.02,NORMAL,4.31,NORMAL,1437500000000,,—,-31.28,,750,50,-69.06666667,368,26.29,🟡 LOWER HALF,210.1428571,250.3870968,388.9752066,52.5,,,🟡 HOLD,REDUCE,SIDEWAYS,39,33.27,🔥 Watchlist,❌ AVOID,217.62,278,3.2,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 16:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ASLI
,IDX:ASMI,Asuransi Maximus Graha Persada,Financials,,15,0,1,15,15,15,14,7.14,⬆️ GAP UP,39600,3002667,0.01,NORMAL,0,💤 LOW,134375700000,5.44,CHEAP,2.76,,52,13,-71.15384615,7.69,2.56,🟢 NEAR BOTTOM,15,16.38709677,25.54263566,13.65,,,🟡 HOLD,HOLD,SIDEWAYS,30,44.24,🔥 Watchlist,❌ AVOID,14.61,18,7.69,,,,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/19/1900 14:24:00,⚪ PRE,📈 GAP UP,2026-06-24 10:17:31,ASMI
,IDX:ASPI,Andalan Sakti Primaindo Tbk.,Property & Real Estate,,312,4.7,14,318,318,296,298,6.71,⬆️ GAP UP,34200,1026593,0.03,NORMAL,7.05,🔥 HIGH,212728838400,,—,-17.81,,1385,183,-77.47292419,63.93,9.73,🟢 NEAR BOTTOM,338.2857143,385.1290323,481.9457364,192.15,,,🟡 HOLD,STRONG_BUY,UP,26,54,⭐ Strong Buy,❌ AVOID,334.46,374,,,,,,🟢 ACTIVE,📉 LOW,,,1/28/1900 0:00:00,1/15/1900 4:48:00,🟢 EARLY,📈 GAP UP,2026-06-24 10:17:31,ASPI
,IDX:ASPR,Asia Pramulia Tbk.,Consumer Cyclicals,,169,-1.17,-2,172,179,169,171,0.58,➡️ FLAT OPEN,13000000,388218200,0.03,NORMAL,5.92,🔥 HIGH,461040000000,,—,,,620,85,-72.74193548,100,15.89,🟡 LOWER HALF,176.5,272.7419355,175.6363636,89.25,,,🟡 HOLD,REDUCE,SIDEWAYS,16,39.06,🔥 Watchlist,❌ AVOID,173.57,203,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/25/1900 19:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ASPR
,IDX:ASRI,Alam Sutera Realty Tbk.,Property & Real Estate,,112,1.82,2,110,112,110,110,0,➡️ FLAT OPEN,125100,12021997,0.01,NORMAL,1.79,💤 LOW,2200733920000,7.34,CHEAP,15.26,,204,96,-45.09803922,14.58,12.96,🟢 NEAR BOTTOM,108.3571429,116.5483871,145.2248062,100.8,,,🟡 HOLD,BUY,SIDEWAYS,45,34.76,🔥 Watchlist,➖ NEUTRAL,105.54,134,3.41,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/23/1900 14:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ASRI
,IDX:ASRM,Asuransi Ramayana Tbk.,Financials,,234,0,0,234,234,234,234,0,➡️ FLAT OPEN,5200,22743,0.23,NORMAL,0,💤 LOW,299049894000,18.93,FAIR,12.36,,523.81,214,-55.32731334,9.35,6.46,🟢 NEAR BOTTOM,241.2857143,262.6451613,295.5658915,224.7,,,🟡 HOLD,HOLD,SIDEWAYS,27,36.81,🔥 Watchlist,➖ NEUTRAL,235.65,281,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ASRM
,IDX:ASSA,Adi Sarana Armada Tbk.,Transportation & Logistics,,650,0.78,5,650,655,645,645,0.78,➡️ FLAT OPEN,751200,10637643,0.07,NORMAL,1.54,💤 LOW,2399239050000,5.79,CHEAP,112.29,,1315,505,-50.57034221,25.74,16.05,🟡 LOWER HALF,611.0714286,671.6129032,980.6589147,530.25,,,🟡 HOLD,BUY,SIDEWAYS,44,34.61,🔥 Watchlist,❌ AVOID,592.35,780,2.25,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/18/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ASSA
,IDX:ATAP,Trimitra Prawara Goldland Tbk.,Property & Real Estate,,474,-2.49,-8,484,494,470,482,0.41,➡️ FLAT OPEN,76700,1721340,0.04,NORMAL,5.06,🔥 HIGH,587500000000,,—,-0.04,,1005,26,-52.8358209,1715.38,45.56,⚡ MID ZONE,395.2857143,431.516129,578,27.3,,,🟡 HOLD,SELL,DOWN,39,21.99,⚠️ AVOID,❌ AVOID,438.96,569,2.71,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/20/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ATAP
,IDX:ATIC,Anabatic Technologies Tbk.,Technology,,480,-0.41,-2,480,482,480,482,-0.41,➡️ FLAT OPEN,3700,107347,0.03,NORMAL,0.42,💤 LOW,1111373280000,5.62,CHEAP,85.41,,935,368,-48.6631016,30.43,19.75,🟡 LOWER HALF,478.5714286,496.6451613,580.255814,386.4,,,🟡 HOLD,HOLD,SIDEWAYS,38,31.18,🔥 Watchlist,✅ CONFIRM BUY,465.6,576,6.67,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/19/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ATIC
,IDX:ATLA,Atlantis Subsea Indonesia Tbk.,Energy,,50,0,0,50,50,50,50,0,➡️ FLAT OPEN,124000,22975813,0.01,NORMAL,0,💤 LOW,309978900000,93.91,OVERVALUED,0.53,,99,50,-49.49494949,0,0,🟢 NEAR BOTTOM,50,50.35483871,55.84496124,52.5,,,🟡 HOLD,HOLD,SIDEWAYS,23,34.75,🔥 Watchlist,➖ NEUTRAL,48.5,60,6.67,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ATLA
,IDX:AUTO,Astra Otoparts Tbk.,Consumer Cyclicals,,2420,0,-20,2440,2450,2420,2440,0,➡️ FLAT OPEN,111400,2665623,0.04,NORMAL,1.24,💤 LOW,,5.16,CHEAP,468.57,,2940,1985,-17.68707483,25.26,49,⚡ MID ZONE,2428.571429,2507.096774,2633.255814,2084.25,,,🟡 HOLD,HOLD,SIDEWAYS,37,17.05,⚠️ AVOID,➖ NEUTRAL,2359.69,2592,2.85,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AUTO
,IDX:AVIA,Avia Avian Tbk.,Industrials,,310,-0.64,0,312,316,310,312,0,➡️ FLAT OPEN,4019900,16636903,0.24,NORMAL,1.94,💤 LOW,19205600500000,10.31,FAIR,30.26,,530,288,-41.50943396,8.33,9.92,🟢 NEAR BOTTOM,313,339.0967742,413.4883721,302.4,,,🟡 HOLD,REDUCE,SIDEWAYS,22,28.77,⚠️ AVOID,➖ NEUTRAL,304.71,372,—,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 12:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AVIA
,IDX:AWAN,Era Digital Media Tbk.,Technology,,136,-1.45,2,139,142,136,138,0.72,➡️ FLAT OPEN,74900,1352653,0.06,NORMAL,4.41,NORMAL,467160000000,,—,-2.76,,294,119,-53.7414966,15.97,10.86,🟢 NEAR BOTTOM,140.7142857,144.5483871,170.6434109,124.95,,,🟡 HOLD,REDUCE,SIDEWAYS,17,32.72,🔥 Watchlist,❌ AVOID,137.22,163,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/26/1900 0:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AWAN
,IDX:AXIO,Tera Data Indonusa Tbk.,Technology,,105,-0.94,1,107,107,105,106,0.94,➡️ FLAT OPEN,4600,365667,0.01,NORMAL,1.9,💤 LOW,613213125000,8.8,CHEAP,11.93,,158,100,-33.5443038,4,6.9,🟢 NEAR BOTTOM,105.6428571,110.3548387,119.7209302,105,,,🟡 HOLD,REDUCE,SIDEWAYS,27,24.42,⚠️ AVOID,➖ NEUTRAL,102.88,122,8.02,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/25/1900 14:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AXIO
,IDX:AYAM,Janu Putra Sejahtera Tbk.,Consumer Non-Cyclicals,,342,-0.58,-2,344,344,342,344,0,➡️ FLAT OPEN,160800,42612253,0,NORMAL,0.58,💤 LOW,1368000000000,711.18,—,0.48,,530,154,-35.47169811,124.68,51.06,⚡ MID ZONE,328.2857143,325.2903226,363.2166667,161.7,,,🟡 HOLD,REDUCE,SIDEWAYS,49,21.08,⚠️ AVOID,❌ AVOID,321.78,404,3.07,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/19/1900 12:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AYAM
,IDX:AYLS,Agro Yasa Lestari Tbk.,Consumer Non-Cyclicals,,121,0,0,124,124,121,123,0.81,➡️ FLAT OPEN,122800,1798703,0.07,NORMAL,2.48,💤 LOW,104971041300,,—,-8.43,,322,91,-62.42236025,32.97,12.99,🟢 NEAR BOTTOM,120,144.9032258,202.9719626,95.55,,,🟡 HOLD,HOLD,SIDEWAYS,36,38.73,🔥 Watchlist,➖ NEUTRAL,117.76,145,7.41,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/26/1900 2:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AYLS
,IDX:BABP,Bank MNC Internasional Tbk.,Financials,,50,0,0,50,50,50,50,0,➡️ FLAT OPEN,217900,8689950,0.03,NORMAL,0,💤 LOW,2200717000000,26.68,PREMIUM,1.87,,73,50,-31.50684932,0,0,🟢 NEAR BOTTOM,50,50.32258065,54.6744186,52.5,,,🟡 HOLD,HOLD,SIDEWAYS,26,25.75,⚠️ AVOID,➖ NEUTRAL,48.56,58,5.56,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,BABP
,IDX:BABY,Multitrend Indo Tbk.,Consumer Cyclicals,,199,-1.49,-3,210,210,197,202,3.96,⬆️ GAP UP,559300,4149250,0.13,NORMAL,6.53,🔥 HIGH,568110374000,71.66,OVERVALUED,2.78,,595,104,-66.55462185,92.31,19.55,🟡 LOWER HALF,174,181.2903226,268.9694574,109.2,,,🟡 HOLD,REDUCE,SIDEWAYS,29,35.52,🔥 Watchlist,✅ CONFIRM BUY,186,239,3.08,,,,,🟢 ACTIVE,📉 LOW,,,2/1/1900 0:00:00,1/20/1900 4:48:00,⬇️ RED,📈 GAP UP,2026-06-24 10:17:31,BABY
,IDX:BACA,Bank Capital Indonesia Tbk.,Financials,,108,1.82,-2,110,113,107,110,0,➡️ FLAT OPEN,218400,1801240,0.12,NORMAL,5.56,🔥 HIGH,2133376920000,16.4,FAIR,6.59,,268,91,-59.70149254,23.08,11.86,🟢 NEAR BOTTOM,110.8571429,121.2903226,152.9534884,95.55,,,🟡 HOLD,BUY,SIDEWAYS,26,41.92,🔥 Watchlist,❌ AVOID,108.12,130,,,,,,🟢 ACTIVE,📉 LOW,,,1/8/1900 0:00:00,1/26/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,BACA
,IDX:BAIK,Bersama Mencapai Puncak Tbk.,Consumer Cyclicals,,670,0.75,5,660,675,645,665,-0.75,➡️ FLAT OPEN,18735600,11551563,1.62,NORMAL,4.48,NORMAL,755422990000,142.85,OVERVALUED,4.69,,840,92,-20.23809524,617.39,75.94,🟠 UPPER ZONE,586.0714286,582.4642857,349.1666667,96.6,,,🟡 HOLD,BUY,SIDEWAYS,55,12.99,⚠️ AVOID,✅ CONFIRM BUY,613.8,726,1,,,,,🟢 ACTIVE,📊 NORMAL,,,2/16/1900 0:00:00,1/18/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,BAIK
